,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Debug Reads,Stack Snapshot,PKOB Support,Runtime BPs,SW BPs,App IO,Data Capture,Realtime Watch,Native Trace,Port Trace,SPI Trace,Inst Trace,Jump Trace,PC Sampling,FLP,
PIC24FJ16MC102,2 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GA106,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GA108,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GA110,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GB106,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GB108,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ192GB110,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256DA106,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256DA110,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256DA206,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256DA210,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA106,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA108,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA110,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA406,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA410,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA412,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA606,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA610,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA702,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA704,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GA705,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB106,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB108,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB110,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB206,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB210,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB406,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB410,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB412,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB606,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ256GB610,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA002,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA002 using AC162088,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA004,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA004 using AC162094,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA102,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GA104,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GB002,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32GB004,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32MC101,3 Total,R/W,3,'3/6,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32MC102,3 Total,R/W,3,'3/6,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ32MC104,3 Total,R/W,3,'3/6,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ48GA002,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ48GA002 using AC162088,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ48GA004,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ48GA004 using AC162094,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ512GA606,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ512GA610,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ512GB606,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ512GB610,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA002,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA002 using AC162088,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA004,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA004 using AC162094,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA006,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA006 using AC162065,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA006 using AC244022,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA008,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA008 using AC162065,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA008 using AC244022,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA010,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA010 using AC162065,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA010 using AC244022,4 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA102,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA104,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA106,3 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA108,3 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA110,3 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA202,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA204,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA306,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA308,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA310,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA406,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA410,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA412,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA702,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA704,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GA705,6 Total,R/W,3:RI-3:ICD3-0:PK3,3/5:RI-3/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GB002,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
PIC24FJ64GB004,5 Total,R/W,3:RI-3:ICD3-0:PK3,3/6:RI-3/6:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,
